Name,Date,Latitude,Longitude,Country,Country Code,Ocean,Chlorophyll,Sea Surface Temperature,Shark_Presence
,28-03-2015,11.14658440127532,-36.70283360078321,International Waters,NA,Atlantic Ocean,0.08927212929335876,29.678326015321378,0
Whitefin Swell-shark,23-08-2014,-41.156976,146.350913,Australia,AU,Bass Strait,3.1418566348134784,12.211000000000013,1
,04-01-2014,26.251654054525787,-159.5754299839407,International Waters,NA,Pacific Ocean,0.0846949581443603,29.481655402640726,0
,01-06-2010,-30.72264512746106,88.01400883753936,International Waters,NA,Indian Ocean,0.27428288865722156,16.576352845658327,0
Bluespotted Fantail Ray,10-06-2015,-18.293833,178.077466,Fiji,FJ,Pacific Ocean,0.5921194390429692,24.754999999999995,1
,20-11-2008,29.056678636769817,-55.647625125873546,International Waters,NA,Atlantic Ocean,0.4929739288400196,16.47084926879422,0
,20-07-2014,33.6871,-78.882145,United States of America,US,Atlantic Ocean,2.956860495880289,25.264999999999983,1
,13-08-2009,-16.289167049320426,86.57575637374856,International Waters,NA,Indian Ocean,0.47467211638761747,22.39821521164477,0
Bull Shark,15-11-2008,18.446072,-77.126948,Jamaica,JM,Caribbean Sea,0.1606073615240355,29.00599999999997,1
,06-01-2014,-1.092085574821013,62.79843749808824,International Waters,NA,Indian Ocean,0.17358481421573368,26.236316721942337,0
,30-05-2011,-13.278419851038716,-151.26163565230422,International Waters,NA,Pacific Ocean,0.22116171879828878,26.70438527052804,0
,25-11-2008,-29.08638694307288,-35.01955278476945,International Waters,NA,Atlantic Ocean,0.47563333236713734,27.966993791549278,0
,18-03-2014,-9.723657403141274,-147.83000262727387,International Waters,NA,Pacific Ocean,0.10888976772641301,20.107192650559945,0
,26-08-2013,-0.274167,-91.627222,Ecuador,EC,Pacific Ocean,1.0699801624128258,19.598000000000013,1
Shovelnose Rays,27-03-2015,26.312286,-80.072956,United States of America,US,Atlantic Ocean,0.1841049169740442,25.719,1
,25-12-2008,-34.98245811585282,75.18841511099701,International Waters,NA,Indian Ocean,0.3277802841063731,16.764755186558773,0
,10-11-2015,-14.161975908676865,65.79059189521429,International Waters,NA,Indian Ocean,0.49418619639174377,11.802557857244354,0
Bluespotted Fantail Ray,20-01-2013,-23.141815,113.769048,Australia,AU,Indian Ocean,1.03800145295913,25.264999999999983,1
,17-02-2006,-28.7923309696396,86.64287025868222,International Waters,NA,Indian Ocean,0.22117500960234268,13.686109739771377,0
,03-10-2013,-38.40450661049139,62.19372489157846,International Waters,NA,Indian Ocean,0.3401458112584307,13.475458307113504,0
,13-05-2008,-3.6803506750147648,-162.86540026195476,International Waters,NA,Pacific Ocean,0.41353014152784484,20.06833076318106,0
Blacktip Reef Shark,06-05-2014,1.889406,73.613008,Maldives,MV,Indian Ocean,0.1956234511917616,28.983000000000004,1
,10-11-2009,-0.5062146250833166,-50.09688028136771,International Waters,NA,Atlantic Ocean,0.04285849981136663,12.526419852463164,0
,16-07-2014,30.20032173813233,-135.6506563280196,International Waters,NA,Pacific Ocean,0.17990434866013177,16.332419894681905,0
,07-09-2008,-0.144748348223807,73.45836911689616,International Waters,NA,Indian Ocean,0.21565643298925988,13.13000929013878,0
Bluespotted Fantail Ray,20-09-2013,-27.5182,32.68788,South Africa,ZA,Indian Ocean,0.6685291934261441,22.44900000000001,1
Whitetip Reef Shark,07-06-2015,-18.356164,178.181493,Fiji,FJ,Pacific Ocean,0.3481756869175308,25.295999999999992,1
Greynurse Shark,03-10-2014,-28.610523,153.629459,Australia,AU,-none-,2.054459865628845,25.37900000000002,1
Bluespotted Fantail Ray,19-11-2012,-27.5197,32.6868,South Africa,ZA,Indian Ocean,0.1759133263938538,23.319000000000017,1
White Shark,02-07-2014,-34.141289,22.164919,South Africa,ZA,Atlantic Ocean,6.032652367337591,22.904999999999973,1
Whitetip Reef Shark,07-06-2015,-18.356164,178.181493,Fiji,FJ,Pacific Ocean,0.3481756869175308,25.295999999999992,1
Bluespotted Fantail Ray,22-01-2013,-27.528,32.685,South Africa,ZA,Indian Ocean,0.1956234511917616,26.68700000000001,1
Greynurse Shark,02-10-2014,-28.610523,153.629459,Australia,AU,Coral Sea,2.054459865628845,25.468000000000018,1
Bronze Whaler Sharks,25-05-2013,-26.153741,113.200107,Australia,AU,Indian Ocean,1.611667862735297,24.973000000000013,1
,03-06-2006,35.91790854329156,-36.34836152255835,International Waters,NA,Atlantic Ocean,0.22886991913839638,28.576981606129234,0
Estuary Stingray,16-06-2015,-27.998829,153.424882,Australia,AU,Pacific Ocean,0.6685291934261441,25.264999999999983,1
Shovelnose Rays,20-03-2015,26.313517,-80.073471,United States of America,US,Atlantic Ocean,0.1841049169740442,24.740999999999985,1
,04-09-2010,12.206178952214998,-155.32664752924714,International Waters,NA,Pacific Ocean,0.3285134495322339,25.5804258873009,0
Bronze Whaler Sharks,01-04-2015,-33.799657,151.296522,Australia,AU,-none-,1.8196447292571936,25.264999999999983,1
Tawny Shark,11-05-2015,-23.139428,113.769474,Australia,AU,Indian Ocean,1.5874010519681985,25.264999999999983,1
Grey Reef Shark,14-02-2015,-18.340189,178.070525,Fiji,FJ,Pacific Ocean,0.2493693263618092,29.615999999999985,1
,12-08-2015,-17.81843630393748,-28.19199960303207,International Waters,NA,Atlantic Ocean,0.12906079727020928,23.818478913286413,0
Tiger Shark,20-09-2012,-20.591825,116.67945,Australia,AU,Indian Ocean,2.1829972596871983,24.466999999999985,1
White Shark,03-05-2014,29.491496,-112.400232,Mexico,MX,-none-,6.811132949586964,18.822000000000003,1
Pelagic Thresher,03-02-2015,11.310278,124.190833,Philippines,PH,Pacific Ocean,0.5244429615642415,26.379999999999995,1
Whitetip Reef Shark,03-06-2015,-18.426045,178.085363,Fiji,FJ,Pacific Ocean,0.2570518871247585,30.163999999999987,1
,30-05-2015,18.28428,-78.364409,Jamaica,JM,Caribbean Sea,0.0455919557744476,29.142,1
,08-12-2010,-32.32648258277095,69.405277551708,International Waters,NA,Indian Ocean,0.2413920814674233,24.57526314637525,0
Bluespotted Fantail Ray,03-10-2013,-27.5259,32.6854,South Africa,ZA,Indian Ocean,0.3481756869175308,27.654,1
,28-12-2012,-37.881934008695204,83.03187246442215,International Waters,NA,Indian Ocean,0.24823508320841287,17.07178173659628,0
Whitespotted Eagle Ray,10-06-2015,26.934225,-80.094209,United States of America,US,Atlantic Ocean,0.5744226478610271,25.264999999999983,1
,08-08-2014,26.318412,-80.099766,United States of America,US,Atlantic Ocean,0.2815490653158293,25.264999999999983,1
,24-11-2010,-12.431248346257739,-145.26748735186732,International Waters,NA,Pacific Ocean,0.46707137399720183,16.205765457190193,0
Port Jackson Shark,08-04-2015,-32.128556,115.754989,Australia,AU,Indian Ocean,1.7652606461218152,25.264999999999983,1
Tasselled Wobbegong,09-04-2015,-27.163867,153.36836,Australia,AU,Pacific Ocean,1.93349090144277,19.63400000000001,1
Whitetip Reef Shark,03-06-2015,-18.448437,178.080985,Fiji,FJ,Pacific Ocean,0.3991153040811264,30.204000000000008,1
Whitespotted Eagle Ray,05-04-2015,-28.6113,153.6284,Australia,AU,-none-,0.8652296123857874,24.567999999999984,1
,22-04-2014,-31.92218797735114,60.73600775928424,International Waters,NA,Indian Ocean,0.36545527389230603,16.053872194635417,0
,09-05-2013,-0.08989318092670118,-121.2173253837731,International Waters,NA,Pacific Ocean,0.040633817928561966,13.345064865637493,0
,13-02-2011,-13.585306269267377,80.44397125430211,International Waters,NA,Indian Ocean,0.13376221216009984,22.46910168738378,0
,07-06-2006,37.76572305520277,-41.364457141090355,International Waters,NA,Atlantic Ocean,0.3304367317392142,25.623257644438482,0
,12-05-2011,-21.452381672864682,-125.69832154624999,International Waters,NA,Pacific Ocean,0.2789180413464254,11.60155892715454,0
Blue Shark,03-10-2014,51.2926,-5.48837,United Kingdom of Great Britain and Northern Ireland,GB,Celtic Sea,0.5921194390429692,9.548999999999978,1
,09-12-2015,33.54475298357407,-45.43151737442618,International Waters,NA,Atlantic Ocean,0.22043607604420218,29.43152110565881,0
,13-02-2015,-27.531,32.682,South Africa,ZA,Indian Ocean,0.1379992179545735,27.559000000000022,1
White Shark,08-04-2015,35.3128,-75.9372,United States of America,US,Atlantic Ocean,6.811132949586964,28.654999999999973,1
,26-04-2012,-0.9981372286132739,-167.4202870125513,International Waters,NA,Pacific Ocean,0.4037154761518243,14.81198415146656,0
Smooth-hound,04-04-2015,-41.322599,148.249641,Australia,AU,Bass Strait,0.4788119357035072,25.264999999999983,1
,14-11-2011,-27.74040962387045,-42.272153922375324,International Waters,NA,Atlantic Ocean,0.07077328440233871,24.56656505539943,0
White Shark,09-06-2014,-34.149813,22.121145,South Africa,ZA,Atlantic Ocean,3.712479536644064,16.730000000000018,1
White Shark,29-04-2015,33.741406,-118.104787,United States of America,US,Pacific Ocean,4.191554586107099,25.264999999999983,1
Whitetip Reef Shark,23-01-2015,1.623516,124.760268,Indonesia,ID,Indian Ocean,0.2649711319287544,29.37200000000001,1
,02-09-2011,-1.7091470123641415,83.65422862352877,International Waters,NA,Indian Ocean,0.2563978608577868,11.743529905156889,0
,19-05-2014,-34.183333,22.133333,South Africa,ZA,Indian Ocean,10.575403389246508,25.264999999999983,1
Bronze Whaler Sharks,25-05-2013,-26.150043,113.19324,Australia,AU,Indian Ocean,1.611667862735297,25.264999999999983,1
Whale Shark,10-09-2012,-27.45355,32.71138,South Africa,ZA,Indian Ocean,0.3589022702946881,24.07799999999997,1
,03-01-2015,-33.599478,115.108688,Australia,AU,Indian Ocean,0.7322403723654552,21.408999999999992,1
,30-05-2005,-34.982415228955496,67.78639166226017,International Waters,NA,Indian Ocean,0.303002976279005,18.664167718729733,0
Lemon Shark,01-09-2014,-23.443794,151.912805,Australia,AU,Coral Sea,0.2493693263618092,26.55000000000001,1
Tiger Shark,11-10-2011,-25.604434,113.585156,Australia,AU,Indian Ocean,1.449283575402838,23.057000000000016,1
,03-02-2015,-2.8787865160185078,69.0290987809185,International Waters,NA,Indian Ocean,0.1834393013481648,26.02266077900158,0
,15-08-2014,51.7549,-5.18506,United Kingdom of Great Britain and Northern Ireland,GB,Atlantic Ocean,2.956860495880289,25.264999999999983,1
Whitetip Reef Shark,24-01-2013,-27.5182,32.68788,South Africa,ZA,Indian Ocean,0.1956234511917616,26.68599999999998,1
,09-02-2012,-32.00215801373956,-164.68474371769443,International Waters,NA,Pacific Ocean,0.47369578556090264,15.70630633495554,0
,19-03-2009,21.35652542983639,-122.27601116505204,International Waters,NA,Pacific Ocean,0.41489928715507024,14.376299762741036,0
Lesser Devilray,14-04-2012,-27.521,32.6903,South Africa,ZA,Indian Ocean,0.1841049169740442,25.048,1
,12-09-2014,24.159540423968394,-22.253044130246295,International Waters,NA,Atlantic Ocean,0.24094395274271682,25.639518066887298,0
Grey Reef Shark,17-05-2015,-18.295432,178.043018,Fiji,FJ,Pacific Ocean,0.4935631556860741,26.711000000000013,1
,07-02-2009,27.202205598902765,-140.86363333395946,International Waters,NA,Pacific Ocean,0.08728541986413568,15.299316176583826,0
Grey Reef Shark,24-05-2012,-27.4137,32.728,South Africa,ZA,Indian Ocean,0.2419163758170015,24.244000000000028,1
Bluespotted Maskray,12-09-2013,-27.5197,32.6868,South Africa,ZA,Indian Ocean,0.6685291934261441,24.291,1
,19-05-2015,-21.817286308978296,78.2685392833479,International Waters,NA,Indian Ocean,0.417199992894159,18.051081115818697,0
,05-08-2011,-19.367730077541946,70.00612067330586,International Waters,NA,Indian Ocean,0.06567952093115326,24.41978027493665,0
,13-07-2005,-23.682233320219485,67.9095818401041,International Waters,NA,Indian Ocean,0.0275528236013017,12.158463405819644,0
Bluespotted Fantail Ray,25-01-2014,-27.5277,32.6849,South Africa,ZA,Indian Ocean,0.1185735446704534,26.678,1
Bull Shark,22-05-2015,26.529577,-79.593157,United States of America,US,Atlantic Ocean,0.061754110025178,28.360000000000014,1
,17-12-2013,-37.260965585914605,68.12811676880013,International Waters,NA,Indian Ocean,0.36378186523466877,28.056206294745046,0
,08-01-2013,-3.680276214068982,-31.546201695858016,International Waters,NA,Atlantic Ocean,0.42255617167020115,26.22512485320312,0
,27-03-2009,-15.377680474322286,86.98616799717817,International Waters,NA,Indian Ocean,0.268059453383655,26.307249464635337,0
White Shark,28-06-2014,-34.150761,22.120678,South Africa,ZA,-none-,3.712479536644064,14.795000000000016,1
,01-12-2009,3.5064459921370457,-20.216003128473474,International Waters,NA,Atlantic Ocean,0.2281840199258346,29.830463735819293,0
,05-12-2008,-3.7376512440532963,-46.10824840972242,International Waters,NA,Atlantic Ocean,0.046528304607319194,19.20896365093364,0
,31-03-2009,-14.895077067111075,76.80942471454756,International Waters,NA,Indian Ocean,0.07299514909033986,25.568613048419877,0
,28-11-2005,-11.815726165438754,70.32926094362826,International Waters,NA,Indian Ocean,0.1947202277336963,21.141575154190818,0
,29-07-2005,-25.93833968927563,-127.30573292923738,International Waters,NA,Pacific Ocean,0.046400613105533936,12.284253652844331,0
White Shark,07-09-2013,-35.198646,136.075215,Australia,AU,-none-,0.2276720608552804,17.43599999999998,1
Whitetip Reef Shark,07-06-2015,-18.356164,178.181493,Fiji,FJ,Pacific Ocean,0.3481756869175308,25.295999999999992,1
,03-03-2010,-2.667935767040362,69.88180947254511,International Waters,NA,Indian Ocean,0.22290595182992495,17.633612366117607,0
,20-04-2005,-7.741061014250697,-50.22595332275186,International Waters,NA,Atlantic Ocean,0.2501913352359878,25.758235393300467,0
,24-12-2012,-6.495474034592263,63.21738055317398,International Waters,NA,Indian Ocean,0.2661134635692575,29.87004527546003,0
Manta Ray,02-06-2012,-23.1,113.8,Australia,AU,Pacific Ocean,1.5399580817051717,25.264999999999983,1
,11-08-2014,33.56386411267545,-162.12462359961495,International Waters,NA,Pacific Ocean,0.15678304754123631,19.840142527764808,0
Whitespotted Eagle Ray,10-06-2015,-18.293833,178.017814,Fiji,FJ,Pacific Ocean,0.5921194390429692,24.841999999999985,1
Bluespotted Fantail Ray,31-05-2015,-27.5177,32.68995,South Africa,ZA,Indian Ocean,0.2902230182578287,24.100000000000023,1
Common Stingaree,17-06-2015,-33.840033,151.254779,Australia,AU,-none-,0.6685291934261441,25.264999999999983,1
,22-11-2009,-30.372654527649125,-146.44369637252282,International Waters,NA,Pacific Ocean,0.06707273388557432,14.214444099012384,0
,18-07-2014,-27.6017112243862,-166.89106715053018,International Waters,NA,Pacific Ocean,0.4073925248397965,23.847115508312182,0
,22-03-2015,-0.49303252496522276,86.26210072639168,International Waters,NA,Indian Ocean,0.08547958679136566,19.001514712469373,0
,01-10-2014,26.192028,-80.096433,United States of America,US,-none-,0.4371511996048712,25.264999999999983,1
,21-10-2008,-26.163777959418447,-54.375442069644556,International Waters,NA,Atlantic Ocean,0.3441185847165444,19.728501406189732,0
White Shark,27-06-2014,-34.150523,22.121317,South Africa,ZA,-none-,3.712479536644064,14.836000000000013,1
,03-09-2012,-7.853356588962079,-147.51200836243547,International Waters,NA,Pacific Ocean,0.4838479003484161,27.02405874599461,0
,10-01-2005,-5.586204664719659,-147.34379351762342,International Waters,NA,Pacific Ocean,0.028260961234248587,25.279738276510475,0
,14-05-2007,-39.18849970709487,-22.087422712341642,International Waters,NA,Atlantic Ocean,0.21285544729304537,20.005222638087357,0
Bluespotted Fantail Ray,13-08-2014,-27.521,32.6903,South Africa,ZA,Indian Ocean,0.8020232597084556,22.547000000000025,1
,24-08-2014,18.221197771951545,-152.89835726622152,International Waters,NA,Pacific Ocean,0.4812507115841049,22.0475254750405,0
White Shark,18-06-2015,40.48051,-73.615843,United States of America,US,Atlantic Ocean,4.878248824426189,19.461000000000013,1
,05-04-2012,24.544397704379335,-129.718718762066,International Waters,NA,Pacific Ocean,0.38102371694864806,22.23148007101736,0
Blacktip Reef Shark,18-02-2014,-21.859338,114.16186,Australia,AU,-none-,1.171949826953029,27.44,1
Whitetip Reef Shark,24-05-2015,-18.460764,178.083427,Fiji,FJ,Pacific Ocean,0.201650211067826,25.87700000000001,1
,10-01-2006,-10.139232105761305,64.42294676761254,International Waters,NA,Indian Ocean,0.38988213895402857,22.072866063312134,0
Bluespotted Maskray,25-02-2015,-8.359926,116.028649,Indonesia,ID,Indian Ocean,0.2902230182578287,28.970000000000027,1
Zebra Shark,20-04-2006,7.728505,98.737597,Thailand,TH,Indian Ocean,0.4935631556860741,30.286,1
Whitetip Reef Shark,13-06-2014,-27.4137,32.728,South Africa,ZA,Indian Ocean,3.3384270673150924,24.161,1
Whitetip Reef Shark,13-05-2015,-18.378394,177.985323,Fiji,FJ,Pacific Ocean,0.3083808372966505,27.026999999999987,1
,15-08-2010,-7.125503234059558,77.74069799152649,International Waters,NA,Indian Ocean,0.26550077463611327,29.07740652412592,0
,21-10-2009,-20.757567916123676,-145.2435743522437,International Waters,NA,Pacific Ocean,0.13566311916922982,17.836897103692593,0
,10-05-2006,-1.9733023437562167,84.94284527980066,International Waters,NA,Indian Ocean,0.05905147272833516,14.528305867327063,0
,19-03-2006,-15.303926501523485,70.65661148395509,International Waters,NA,Indian Ocean,0.24321472383224077,21.35482561404693,0
Bluespotted Fantail Ray,10-05-2013,-27.49202,32.7018,South Africa,ZA,Indian Ocean,0.2419163758170015,23.012,1
,02-03-2012,23.041491753175613,-167.59685975509706,International Waters,NA,Pacific Ocean,0.044092663036002636,25.67824263496187,0
Blue Shark,09-07-2013,51.29265,-5.48842,United Kingdom of Great Britain and Northern Ireland,GB,Celtic Sea,0.8142838958281209,17.115999999999985,1
Greynurse Shark,11-10-2014,34.714297,-76.698664,United States of America,US,Atlantic Ocean,4.453799428445074,19.192000000000007,1
Bluespotted Fantail Ray,18-12-2013,-27.5226,32.68645,South Africa,ZA,Indian Ocean,0.1706557698975757,24.916,1
Black Tip Shark,07-03-2015,18.23,-65.62,Puerto Rico,PR,Caribbean Sea,0.5572547641891024,27.309000000000022,1
Greynurse Shark,17-03-2006,-30.939582,153.100929,Australia,AU,Pacific Ocean,0.5087688306952357,25.173,1
,13-08-2006,23.27375934490017,-166.85395315027563,International Waters,NA,Pacific Ocean,0.13029709392230948,14.73988381869672,0
Grey Reef Shark,20-08-2014,32.216316,-80.752608,United States of America,US,Atlantic Ocean,6.607567267439959,25.264999999999983,1
,30-09-2005,10.591024038476846,-51.895948187984146,International Waters,NA,Atlantic Ocean,0.3770932479483042,21.313060351373398,0
Shovelnose Rays,18-06-2014,-27.5259,32.68645,South Africa,ZA,Indian Ocean,0.3589022702946881,23.569000000000017,1
,17-09-2013,-30.52157281285961,-162.76127572976526,International Waters,NA,Pacific Ocean,0.10174973544267454,23.21384378288448,0
,02-12-2013,-22.15671797768759,-56.785309988467425,International Waters,NA,Atlantic Ocean,0.33852890167157496,12.720104782851386,0
,26-07-2006,-34.04734262132119,-130.66304115307855,International Waters,NA,Pacific Ocean,0.17837024014618047,24.80166770778796,0
Whitetip Reef Shark,03-06-2015,,,,,Pacific Ocean,0.4240859749487668,25.264999999999983,1
Bluespotted Fantail Ray,29-04-2014,-27.45215,32.7115,South Africa,ZA,Indian Ocean,0.2346861730841791,25.300999999999988,1
Blacktip Reef Shark,10-04-2015,9.166667,167.333333,Marshall Islands,MH,Pacific Ocean,0.1558072574373205,28.329000000000008,1
,12-11-2010,-30.90299272162006,-125.9617580944253,International Waters,NA,Pacific Ocean,0.4075241886978695,13.077552392941183,0
,07-01-2007,-31.70691761152699,-56.12073932315634,International Waters,NA,Atlantic Ocean,0.29548124895515365,27.006326691141453,0
,26-07-2005,-22.538766823474973,86.2901595716937,International Waters,NA,Indian Ocean,0.030429940779665536,26.145084111733766,0
,01-06-2012,-38.48754693842623,73.55198611075856,International Waters,NA,Indian Ocean,0.025443390447368396,16.04957601136697,0
Banded Wobbegong,13-06-2015,-33.44437,151.449001,Australia,AU,Tasman Sea,1.7652606461218152,25.264999999999983,1
,07-12-2011,-23.28178390988669,-155.1751707136417,International Waters,NA,Pacific Ocean,0.15565369253479677,18.037418880965316,0
,05-01-2008,-19.733333492582048,-122.85791171168889,International Waters,NA,Pacific Ocean,0.46150632315398366,15.520214492219168,0
Whitetip Reef Shark,13-05-2015,-18.434018,178.133353,Fiji,FJ,Pacific Ocean,0.201650211067826,26.954000000000008,1
Great Hammerhead,10-04-2015,26.721547,-80.027012,United States of America,US,Atlantic Ocean,0.1150297136097349,29.303999999999974,1
Bluespotted Maskray,24-05-2015,-18.423073,178.134243,Fiji,FJ,Pacific Ocean,0.201650211067826,25.81200000000001,1
